title,source,price,ram_gb,memmory_gb,main_cam_mp,front_cam_mp,dual_cam,is_iphone_and_age
honor x6 (4gb/64gb) dual sim lte - titanium silver,alta.ge,379,4.0,64.0,50.0,5.0,1,-1.0
honor x6 (4gb/64gb) dual sim lte - ocean blue,alta.ge,379,4.0,64.0,50.0,5.0,1,-1.0
honor x6 (4gb/64gb) dual sim lte - midnight black,alta.ge,379,4.0,64.0,50.0,5.0,1,-1.0
samsung a145f galaxy a14 (4gb/64gb) dual sim lte - silver,alta.ge,389,4.0,64.0,50.0,13.0,1,-1.0
samsung a145f galaxy a14 (4gb/64gb) dual sim lte - green,alta.ge,389,4.0,64.0,50.0,13.0,1,-1.0
samsung a145f galaxy a14 (4gb/64gb) dual sim lte - black,alta.ge,389,4.0,64.0,50.0,13.0,1,-1.0
samsung a045f galaxy a04 (4gb/64gb) dual sim lte - green,alta.ge,389,4.0,64.0,50.0,5.0,1,-1.0
samsung a045f galaxy a04 (4gb/64gb) dual sim lte - copper,alta.ge,389,4.0,64.0,50.0,5.0,1,-1.0
samsung a045f galaxy a04 (4gb/64gb) dual sim lte - black,alta.ge,389,4.0,64.0,50.0,5.0,1,-1.0
samsung a037f galaxy a03s (3gb/32gb) dual sim lte - black,alta.ge,389,3.0,32.0,13.0,5.0,1,-1.0
realme c35 (4gb/128gb) dual sim lte - glowing black,alta.ge,399,4.0,128.0,50.0,8.0,1,-1.0
xiaomi redmi 10a (4gb/128gb) dual sim lte - silver,alta.ge,369,4.0,128.0,13.0,5.0,0,-1.0
xiaomi redmi 12c (4gb/128gb) dual sim lte - graphite gray,alta.ge,349,4.0,128.0,50.0,5.0,1,-1.0
samsung a035f galaxy a03 (4gb/64gb) dual sim lte - red,alta.ge,349,4.0,64.0,48.0,5.0,1,-1.0
samsung a035f galaxy a03 (4gb/64gb) dual sim lte - blue,alta.ge,349,4.0,64.0,48.0,5.0,1,-1.0
samsung a035f galaxy a03 (4gb/64gb) dual sim lte - black,alta.ge,349,4.0,64.0,48.0,5.0,1,-1.0
oppo a17 (4gb/64gb) dual sim lte - black,alta.ge,359,4.0,64.0,50.0,5.0,1,-1.0
samsung a047f galaxy a04s (4gb/64gb) dual sim lte - cooper,alta.ge,359,4.0,64.0,50.0,5.0,1,-1.0
samsung a047f galaxy a04s (4gb/64gb) dual sim lte - green,alta.ge,359,4.0,64.0,50.0,5.0,1,-1.0
samsung a047f galaxy a04s (4gb/64gb) dual sim lte - black,alta.ge,359,4.0,64.0,50.0,5.0,1,-1.0
realme c35 (4gb/64gb) dual sim lte - glowing black,alta.ge,359,4.0,64.0,50.0,8.0,1,-1.0
realme c35 (4gb/64gb) dual sim lte - glowing green,alta.ge,359,4.0,64.0,50.0,8.0,1,-1.0
xiaomi redmi 10c global version (4gb/128gb) dual sim lte - mint green,alta.ge,359,4.0,128.0,50.0,5.0,1,-1.0
xiaomi redmi 10c global version (4gb/128gb) dual sim lte - graphite gray,alta.ge,359,4.0,128.0,50.0,5.0,1,-1.0
xiaomi redmi 10c global version (4gb/128gb) dual sim lte - ocean blue,alta.ge,359,4.0,128.0,50.0,5.0,1,-1.0
xiaomi redmi 12c nfc (4gb/128gb) dual sim lte - graphite gray,alta.ge,349,4.0,128.0,50.0,5.0,1,-1.0
samsung a047f galaxy a04s (3gb/32gb) dual sim lte - black,alta.ge,319,3.0,32.0,50.0,5.0,1,-1.0
xiaomi redmi 10a (4gb/128gb) dual sim lte - blue,alta.ge,319,4.0,128.0,13.0,5.0,0,-1.0
xiaomi redmi 10c global version (4gb/64gb) dual sim lte - mint green,alta.ge,319,4.0,64.0,50.0,5.0,1,-1.0
xiaomi redmi 10c global version (4gb/64gb) dual sim lte - graphite gray,alta.ge,319,4.0,64.0,50.0,5.0,1,-1.0
xiaomi redmi 10c global version (4gb/64gb) dual sim lte - ocean blue,alta.ge,319,4.0,64.0,50.0,5.0,1,-1.0
realme c25y (4gb/64gb) dual sim lte - gray,alta.ge,319,4.0,64.0,50.0,8.0,1,-1.0
xiaomi redmi 9c global version (3gb/64gb) dual sim lte - green,alta.ge,329,3.0,64.0,13.0,5.0,1,-1.0
xiaomi redmi 9c global version (3gb/64gb) dual sim lte - blue,alta.ge,329,3.0,64.0,13.0,5.0,1,-1.0
xiaomi redmi 12c (4gb/128gb) dual sim lte - ocean blue,alta.ge,339,4.0,128.0,50.0,5.0,1,-1.0
realme c33 (4gb/128gb) dual sim lte - black,alta.ge,339,4.0,128.0,50.0,5.0,1,-1.0
samsung a045f galaxy a04 (3gb/32gb) dual sim lte - green,alta.ge,339,3.0,32.0,50.0,5.0,1,-1.0
samsung a045f galaxy a04 (3gb/32gb) dual sim lte - copper,alta.ge,339,3.0,32.0,50.0,5.0,1,-1.0
samsung a045f galaxy a04 (3gb/32gb) dual sim lte - black,alta.ge,339,3.0,32.0,50.0,5.0,1,-1.0
realme c25y (4gb/128gb) dual sim lte - gray,alta.ge,339,4.0,128.0,50.0,8.0,1,-1.0
xiaomi redmi 12c nfc (4gb/128gb) dual sim lte - ocean blue,alta.ge,349,4.0,128.0,50.0,5.0,1,-1.0
samsung a047f galaxy a04s (3gb/32gb) dual sim lte - green,alta.ge,319,3.0,32.0,50.0,5.0,1,-1.0
samsung a042f galaxy a04e (3gb/32gb) dual sim lte - black,alta.ge,289,3.0,32.0,13.0,5.0,1,-1.0
xiaomi redmi 12c (3gb/64gb) dual sim lte - mint green,alta.ge,299,3.0,64.0,50.0,5.0,1,-1.0
xiaomi redmi 12c (3gb/64gb) dual sim lte - graphite gray,alta.ge,299,3.0,64.0,50.0,5.0,1,-1.0
realme c33 (4gb/64gb) dual sim lte - blue,alta.ge,299,4.0,64.0,50.0,5.0,1,-1.0
realme c33 (4gb/64gb) dual sim lte - black,alta.ge,299,4.0,64.0,50.0,5.0,1,-1.0
samsung a035f galaxy a03 (3gb/32gb) dual sim lte - red,alta.ge,299,3.0,32.0,48.0,5.0,1,-1.0
samsung a035f galaxy a03 (3gb/32gb) dual sim lte - blue,alta.ge,299,3.0,32.0,48.0,5.0,1,-1.0
samsung a035f galaxy a03 (3gb/32gb) dual sim lte - black,alta.ge,299,3.0,32.0,48.0,5.0,1,-1.0
xiaomi redmi 9c global version (2gb/32gb) dual sim lte - grey,alta.ge,299,2.0,32.0,13.0,5.0,1,-1.0
honor x5 plus (4gb/64gb) dual sim cyan lake,alta.ge,319,4.0,64.0,50.0,5.0,1,-1.0
honor x5 plus (4gb/64gb) dual sim midnight black,alta.ge,319,4.0,64.0,50.0,5.0,1,-1.0
samsung a042f galaxy a04e (3gb/64gb) dual sim lte - copper,alta.ge,319,3.0,64.0,13.0,5.0,1,-1.0
samsung a042f galaxy a04e (3gb/64gb) dual sim lte - blue,alta.ge,319,3.0,64.0,13.0,5.0,1,-1.0
samsung a042f galaxy a04e (3gb/64gb) dual sim lte - black,alta.ge,319,3.0,64.0,13.0,5.0,1,-1.0
samsung a047f galaxy a04s (3gb/32gb) dual sim lte - cooper,alta.ge,319,3.0,32.0,50.0,5.0,1,-1.0
samsung a042f galaxy a04e (3gb/32gb) dual sim lte - blue,alta.ge,289,3.0,32.0,13.0,5.0,1,-1.0
xiaomi redmi 9a global version (2gb/32gb) dual sim lte blue,alta.ge,219,2.0,32.0,13.0,5.0,0,-1.0
xiaomi redmi 10a (2gb/32gb) dual sim lte - sky blue,alta.ge,239,2.0,32.0,13.0,5.0,0,-1.0
xiaomi redmi 10a (2gb/32gb) dual sim lte - graphite gray,alta.ge,239,2.0,32.0,13.0,5.0,0,-1.0
xiaomi poco c40 global version (4gb/64gb) dual sim lte - yellow,alta.ge,269,4.0,64.0,13.0,5.0,1,-1.0
xiaomi poco c40 global version (4gb/64gb) dual sim lte - green,alta.ge,269,4.0,64.0,13.0,5.0,1,-1.0
xiaomi poco c40 global version (4gb/64gb) dual sim lte - black,alta.ge,269,4.0,64.0,13.0,5.0,1,-1.0
honor x5 (2gb/32gb) dual sim lte - sunrise orange,alta.ge,269,2.0,32.0,8.0,5.0,0,-1.0
honor x5 (2gb/32gb) dual sim lte - ocean blue,alta.ge,269,2.0,32.0,8.0,5.0,0,-1.0
honor x5 (2gb/32gb) dual sim lte - midnight black,alta.ge,269,2.0,32.0,8.0,5.0,0,-1.0
xiaomi redmi 10a (3gb/64gb) dual sim lte - silver,alta.ge,269,3.0,64.0,13.0,5.0,0,-1.0
xiaomi redmi 10a (3gb/64gb) dual sim lte - blue,alta.ge,269,3.0,64.0,13.0,5.0,0,-1.0
xiaomi redmi 10a (3gb/64gb) dual sim lte - graphite gray,alta.ge,269,3.0,64.0,13.0,5.0,0,-1.0
samsung a032f galaxy a03 core (2gb/32gb) dual sim lte - cooper,alta.ge,279,2.0,32.0,8.0,5.0,0,-1.0
realme c11 2021 (2gb/32gb) dual sim lte - gray,alta.ge,279,2.0,32.0,8.0,5.0,0,-1.0
samsung a042f galaxy a04e (3gb/32gb) dual sim lte - copper,alta.ge,289,3.0,32.0,13.0,5.0,1,-1.0
xiaomi redmi 9a global version (2gb/32gb) dual sim lte green,alta.ge,219,2.0,32.0,13.0,5.0,0,-1.0
realme c30s (2gb/32gb) dual sim lte - blue,alta.ge,219,2.0,32.0,8.0,5.0,0,-1.0
realme c30s (2gb/32gb) dual sim lte - black,alta.ge,219,2.0,32.0,8.0,5.0,0,-1.0
